LotArea,YearBuilt,TotalBsmtSF,1stFlrSF,2ndFlrSF,FullBath,BedroomAbvGr,TotRmsAbvGrd,GarageArea,GrLivArea,MSSubClass,OverallCond,SalePrice
8414,1963,1059,1068,0,1,3,6,264,1068,20,8,154500
13284,1954,1383,1383,0,1,3,6,354,1383,20,5,165000
7018,1979,0,1535,0,2,4,8,400,1535,90,5,118858
7056,1963,780,983,813,1,4,8,483,1796,60,5,140000
8765,1936,951,951,0,1,2,6,327,951,30,6,106500
7018,1979,0,1120,1120,2,6,12,528,2240,90,5,142953
12919,2009,2330,2364,0,2,2,11,820,2364,20,5,611657
6993,1961,912,1236,0,1,3,6,288,1236,20,7,135000
7340,1971,858,858,0,1,2,4,684,858,20,6,110000
8712,1957,992,1306,0,1,2,5,756,1306,20,7,153000
7875,2003,783,807,702,2,3,8,393,1509,60,5,180000
14859,2006,1670,1670,0,2,3,7,690,1670,20,5,240000
6173,1967,876,902,0,1,3,6,288,902,20,6,125500
9920,1954,1056,1063,0,1,3,6,280,1063,20,5,128000
13501,2006,1623,1636,0,2,3,8,865,1636,20,5,255000
11500,1936,1017,1020,1037,1,3,6,180,2057,50,7,250000
8885,1983,864,902,0,1,2,5,484,902,20,5,131000
12589,2005,742,742,742,2,3,8,390,1484,60,5,174000
11600,1960,1105,1105,1169,2,5,12,480,2274,90,5,154300
9286,1977,1268,1268,0,1,3,5,252,1268,20,7,143500
6120,1925,768,1015,0,1,3,6,450,1015,30,7,88000
6270,1949,1001,1001,1001,2,4,8,871,2002,90,6,145000
3000,2009,612,612,612,2,2,4,528,1224,160,5,173733
2001,1970,546,546,546,1,3,6,286,1092,160,5,75000
9000,1949,480,480,0,0,1,4,308,480,20,3,35311
17140,1956,1134,1229,0,1,3,6,284,1229,20,6,135000
13125,1991,1104,912,1215,2,4,8,833,2127,60,5,238000
11029,1958,1184,1414,0,1,3,6,601,1414,20,8,176500
8462,1994,928,936,785,2,3,7,471,1721,60,5,201000
8777,1900,1272,1272,928,2,4,9,0,2200,90,7,145900
10237,2005,1316,1316,0,2,3,6,397,1316,20,5,169990
8012,1993,1604,1617,0,2,2,5,533,1617,120,5,193000
10240,1980,1686,1686,0,2,3,7,612,1686,20,6,207500
15611,1977,1126,1126,0,2,3,6,540,1126,20,6,175000
11999,2003,1181,1234,1140,2,4,10,656,2374,60,5,285000
9900,1968,832,1098,880,2,4,9,486,1978,60,5,176000
11838,2001,1753,1788,0,2,3,7,522,1788,20,5,236500
13006,1997,964,993,1243,2,4,8,642,2236,60,5,222000
8925,2007,1466,1466,0,2,3,7,610,1466,20,5,201000
9100,1965,925,925,0,1,2,5,429,925,20,6,117500
11670,2006,1905,1905,0,2,3,8,788,1905,20,5,320000
8487,2004,1500,1500,0,2,3,6,570,1500,20,5,190000
27650,1960,585,2069,0,2,4,9,505,2069,20,7,242000
5825,1926,600,747,0,1,1,5,528,747,30,5,79900
10083,2003,1176,1200,0,2,2,5,555,1200,20,5,184900
9675,2005,1113,1113,858,2,3,8,689,1971,60,5,253000
8760,2006,1391,1391,571,2,3,7,868,1962,60,5,239799
24090,1940,1032,1207,1196,2,4,10,349,2403,70,7,244400
12640,1976,1728,1728,0,2,4,8,574,1728,90,5,150900
8755,1999,992,1022,1038,2,3,8,390,2060,60,5,214000
7711,1977,1440,1440,0,2,4,8,0,1440,90,3,150000
25000,1967,1632,1632,0,2,4,8,576,1632,90,4,143000
14375,1958,819,1344,0,1,3,7,525,1344,20,6,137500
8820,1890,1088,1188,561,1,2,7,456,1869,50,6,124900
8163,1959,1144,1144,0,1,3,6,796,1144,80,6,143000
14536,2002,1616,1629,0,2,3,9,808,1629,20,5,270000
14006,2002,936,936,840,2,3,7,474,1776,60,5,192500
9360,1972,1161,1381,0,1,3,5,676,1381,20,7,197500
7200,1950,864,864,0,1,3,5,720,864,20,8,129000
7800,1965,828,965,0,1,3,6,300,965,20,5,119900
7200,1972,768,768,0,1,2,5,396,768,85,8,133900
11075,1969,784,1168,800,2,4,7,530,1968,60,4,172000
9400,1975,945,980,0,2,4,4,0,980,90,5,127500
7136,1946,979,979,979,2,4,8,492,1958,90,6,145000
1300,1980,561,561,668,1,2,5,462,1229,160,6,124000
7420,1962,1057,1057,0,1,3,6,576,1057,20,5,132000
8450,2003,1337,1337,0,2,3,6,531,1337,20,5,185000
2572,1999,696,696,720,2,3,6,484,1416,160,5,155000
7207,1958,858,858,0,1,2,4,0,858,20,7,116500
12227,1977,1330,1542,1330,2,4,11,619,2872,60,7,272000
2308,1976,804,804,744,2,3,7,440,1548,160,6,155000
11923,2007,1800,1800,0,2,2,7,702,1800,20,5,239000
11316,2002,817,824,1070,2,4,8,510,1894,60,5,214900
10237,2005,783,783,701,2,3,8,393,1484,60,5,178900
9600,1940,728,976,332,1,2,7,256,1308,50,7,160000
7390,1955,1098,1098,0,1,3,6,260,1098,20,7,135000
5925,1910,600,600,368,1,2,6,0,968,50,6,37900
10382,1958,588,1095,0,1,2,6,264,1095,190,5,140000
10800,1949,720,720,472,1,4,6,0,1192,50,4,135000
2268,2003,764,764,862,2,2,6,474,1626,160,5,173000
7892,1979,918,918,0,2,2,5,264,918,120,5,99500
11639,2007,1428,1428,0,2,3,6,480,1428,20,5,182000
11414,1910,728,1136,883,1,3,8,532,2019,70,8,167500
2651,2000,673,673,709,2,3,6,490,1382,160,5,165000
5900,1923,440,869,0,1,2,4,0,869,30,7,85500
4274,2006,1241,1241,0,1,1,4,569,1241,120,5,199900
9450,1954,894,894,0,1,3,5,400,894,20,5,110000
8816,1963,1121,1121,0,1,3,5,480,1121,20,6,139000
12122,1961,944,999,0,1,3,6,588,999,85,9,178400
12203,1998,1225,1276,1336,2,4,8,676,2612,60,5,336000
3182,2007,1266,1266,0,2,2,6,388,1266,20,5,159895
11250,2002,1128,1149,1141,2,4,9,779,2290,60,5,255900
10125,1977,0,1302,432,2,4,8,539,1734,90,5,126000
10880,1950,1164,1164,0,1,3,5,240,1164,190,5,125000
5310,1910,485,1001,634,1,2,5,255,1635,50,8,117000
10159,2009,1930,1940,0,2,3,8,606,1940,20,5,395192
12046,1976,848,1118,912,2,4,8,551,2030,60,6,195000
8125,2006,770,778,798,2,3,6,614,1576,60,5,197000
9452,1997,1396,1407,985,2,3,7,870,2392,60,5,348000
17671,1882,916,916,826,1,4,8,424,1742,70,9,168000
9760,1964,822,1020,831,2,3,7,440,1851,60,8,187000
8846,2005,750,750,750,2,3,6,564,1500,60,5,173900
12456,2006,1700,1718,0,2,3,7,786,1718,20,5,337500
4712,1946,747,774,456,1,3,5,305,1230,50,7,121600
10659,1961,1050,1050,0,1,3,6,368,1050,20,6,136500
11717,1970,1442,1442,0,2,2,6,615,1442,20,6,185000
9786,1922,1007,1077,0,1,3,6,210,1077,30,4,91000
6762,2006,1187,1208,0,2,2,6,632,1208,20,5,206000
10206,1952,0,944,0,1,2,4,528,944,20,3,82000
5400,1920,691,691,0,1,2,4,216,691,30,6,86000
11957,2006,1574,1574,0,2,3,7,824,1574,20,5,232000
11500,1976,1680,1680,0,2,4,8,528,1680,90,6,136905
3182,2005,1346,1504,0,2,1,7,457,1504,120,5,181000
8385,1977,985,985,0,2,3,6,328,985,80,8,149900
12155,1970,1657,1657,0,2,3,7,484,1657,20,3,163500
2217,1970,546,546,546,1,3,6,286,1092,160,4,88000
12118,2004,1710,1710,0,2,3,7,550,1710,20,5,240000
6000,1926,1008,1008,0,2,4,7,0,1522,50,5,102000
21286,1948,720,720,551,2,4,7,312,1271,50,5,135000
9825,1965,0,1664,0,2,4,8,0,1664,90,5,100000
10592,1923,602,900,602,1,3,7,180,1502,70,7,165000
7200,1910,1022,1022,0,1,2,4,280,1022,30,4,85000
11664,1948,1082,1082,0,1,2,5,240,1082,20,5,119200
8400,2001,810,810,855,2,3,6,528,1665,60,6,227000
11883,1996,1504,1504,0,2,3,6,478,1504,20,5,203000
5814,1984,1220,1360,0,1,1,4,565,1360,120,5,187500
10784,1991,384,802,670,2,3,7,402,1472,80,5,160000
3013,2005,1362,1506,0,2,2,6,440,1506,120,5,213490
7024,2005,1132,1132,0,1,2,5,451,1132,20,5,176000
7406,2006,1199,1220,0,2,2,6,632,1220,20,5,194000
9439,1930,912,912,336,1,2,6,160,1248,50,5,87000
3182,2005,1346,1504,0,2,2,7,437,1504,120,5,191000
15498,1976,1565,2898,0,2,2,10,665,2898,20,6,287000
7700,1972,882,882,0,1,3,5,461,882,20,5,112500
9300,1960,1268,1264,0,1,3,6,461,1264,20,5,167500
9520,2007,1638,1646,0,2,3,7,800,1646,20,5,293077
9492,1941,768,968,408,1,3,6,240,1376,50,5,105000
1680,1972,672,672,546,1,3,7,264,1218,160,7,118000
7082,1916,686,948,980,2,5,10,0,1928,190,8,160000
15863,1920,824,1687,998,2,5,12,672,3082,75,3,197000
14541,1993,1338,1352,1168,2,5,10,796,2520,60,7,310000
8125,2002,1654,1654,0,2,3,6,900,1654,20,5,230000
6305,1938,920,954,0,1,2,5,240,954,30,7,119750
11500,1957,0,845,0,1,3,5,290,845,20,3,84000
12898,2007,1620,1620,0,2,2,6,912,1620,20,5,315500
9240,2001,1055,1055,1208,2,3,7,905,2263,60,5,287000
1533,1970,546,798,546,1,3,6,0,1344,160,6,97000
1477,1970,630,630,0,1,1,3,286,630,180,4,80000
13125,1957,1134,1803,0,2,3,8,484,1803,20,4,155000
9130,1966,800,800,832,1,4,7,484,1632,60,8,173000
5381,2005,1306,1306,0,2,1,5,624,1306,120,5,196000
11839,1990,1475,1532,797,2,4,10,514,2329,60,5,262280
9600,1981,2524,2524,0,2,4,9,542,2524,20,5,278000
13680,1955,0,1733,0,2,4,8,452,1733,20,5,139600
16056,2005,1992,1992,876,3,4,11,716,2868,60,5,556581
9245,1994,990,990,0,1,3,5,672,990,20,5,145000
21750,1960,0,1771,0,1,3,9,336,1771,20,4,115000
11100,1946,0,930,0,1,2,6,308,930,20,7,84900
8993,2007,1302,1302,0,2,3,6,436,1302,20,5,176485
11175,2007,1316,1316,0,2,3,6,440,1316,20,5,200141
9500,1964,816,1127,850,1,4,9,540,1977,60,6,165000
8562,1957,1216,1526,0,1,4,7,364,1526,20,6,144500
11367,2002,1065,1091,898,2,3,7,586,1989,60,5,255000
11361,1976,1193,1523,0,2,3,7,478,1523,20,5,180000
7052,2005,1364,1364,0,2,2,6,484,1364,120,5,185850
29959,1994,973,979,871,2,3,7,467,1850,60,6,248000
11308,2008,1104,1130,1054,2,3,10,836,2184,60,5,335000
11275,1932,854,1096,895,1,3,7,432,1991,50,7,220000
4920,2001,1338,1338,0,2,2,6,582,1338,120,5,213500
18000,1935,894,894,0,1,2,6,1248,894,30,4,81000
13600,1900,662,1422,915,2,5,10,560,2337,190,5,90000
6000,1925,1103,1103,0,1,2,5,440,1103,30,6,110500
11000,1966,1154,1154,0,1,3,6,480,1154,20,6,154000
14000,1996,1306,1306,954,2,3,7,533,2260,60,5,328000
7837,1993,799,799,772,2,3,7,380,1571,60,7,178000
9760,1964,780,798,813,1,4,7,442,1611,60,6,167900
3964,1973,942,1291,1230,2,5,10,576,2521,160,4,151400
9600,1949,845,893,0,1,2,4,576,893,45,7,135000
10152,1956,1048,1048,0,1,3,6,286,1048,20,5,135000
11700,1968,727,829,727,1,4,8,441,1556,60,6,154000
7585,1948,810,1002,454,1,4,7,280,1456,50,3,91500
7950,1977,690,698,728,1,3,6,440,1426,60,6,159500
8556,2006,1240,1240,0,2,2,5,826,1240,20,5,194000
13125,1940,800,960,780,1,3,6,240,1740,70,6,219500
10800,1936,796,1096,370,2,3,7,566,1466,50,8,170000
15870,1969,1096,1096,0,1,3,6,299,1096,20,5,138800
4435,2004,848,848,0,1,1,3,420,848,120,5,155900
8775,1994,990,990,0,1,3,5,299,990,20,5,126000
11040,1971,1258,1258,0,2,3,5,528,1258,20,7,145000
7500,1963,1040,1040,0,1,3,5,308,1040,20,5,133000
8749,2002,1459,1459,0,2,3,6,527,1459,20,5,192000
8800,1964,1251,1251,0,1,3,6,461,1251,20,6,160000
13031,1995,691,691,807,2,3,6,409,1498,60,5,187500
9069,1992,936,996,0,1,2,5,564,996,85,6,147000
1974,1973,546,546,546,1,3,6,286,1092,160,5,83500
10574,2005,1082,1082,871,2,3,9,1043,1953,60,5,252000
2522,2004,970,970,739,2,3,7,380,1709,160,5,137500
3316,2005,1247,1247,0,1,1,4,550,1247,120,5,197000
8544,1950,0,1040,0,2,2,6,400,1040,90,4,92900
2160,1999,600,624,628,2,2,4,462,1252,160,5,160000
8400,1925,1181,1390,304,2,4,7,576,1694,50,5,136500
9230,1965,864,1200,0,1,1,6,884,1200,20,8,146000
5868,1956,936,936,0,1,2,4,308,936,20,7,129000
9317,2006,1314,1314,0,2,3,6,440,1314,20,5,176432
6882,1914,684,773,582,1,3,7,0,1355,70,7,127000
3696,1986,1074,1088,0,1,2,5,461,1088,120,5,170000
6000,1936,672,757,567,1,3,6,240,1324,50,6,128000
11880,1978,1271,1601,0,2,3,7,478,1601,20,5,157000
8400,1920,290,438,0,1,1,3,246,438,30,5,60000
9758,1971,950,950,0,1,3,5,280,950,20,5,119500
7000,1960,1010,1134,0,1,2,6,254,1134,20,7,135000
8910,1959,655,1194,0,1,3,6,539,1194,20,6,159500
2016,1970,630,630,672,2,3,6,440,1302,160,5,106000
12256,1994,1463,1500,1122,2,3,9,712,2622,60,5,325000
10357,1990,910,1442,0,2,3,6,719,1442,20,5,179900
23257,2006,868,887,1134,2,3,9,422,2021,60,5,274725
8063,2000,924,948,742,2,3,7,463,1690,60,5,181000
11362,2004,1836,1836,0,2,3,7,862,1836,20,5,280000
8000,1995,773,773,885,2,3,8,431,1658,60,5,188000
10480,1976,803,1098,866,2,4,8,483,1964,60,6,205000
7100,1957,816,816,0,1,2,5,308,816,20,7,129900
8923,1953,1008,1008,0,1,2,6,240,1008,20,7,134500
5400,1954,833,833,0,1,2,4,326,833,20,7,117000
12085,2007,1734,1734,0,2,3,7,928,1734,20,5,318000
7750,2002,408,779,640,2,3,7,527,1419,80,5,184100
9764,1967,894,894,0,1,3,5,450,894,20,7,130000
13825,1958,533,1021,580,1,3,6,300,1601,80,6,140000
7560,1959,1040,1040,0,1,3,6,286,1040,20,5,133700
8263,1920,1012,1012,0,1,2,6,308,1012,30,5,118400
10084,2005,1552,1552,0,2,3,7,782,1552,20,5,212900
8926,1956,672,960,0,1,3,5,288,960,20,3,112000
9405,1947,698,698,0,1,2,4,0,698,20,9,118000
9125,1992,384,812,670,2,3,7,392,1482,80,5,163900
10434,1955,1005,1005,0,1,2,5,672,1005,20,5,115000
3684,2007,1373,1555,0,2,2,7,660,1555,120,5,174000
14572,2004,1530,1530,0,2,3,7,630,1530,20,5,259000
11796,2004,847,847,1112,2,4,8,434,1959,60,5,215000
7200,1980,936,936,0,1,2,4,672,936,90,5,140000
7804,1928,1122,1328,653,2,4,7,576,1981,50,3,135000
10712,1991,974,974,0,1,3,5,0,974,20,5,93500
9900,1880,1008,1178,1032,2,5,8,205,2210,70,4,117500
9828,1995,1128,1142,878,2,3,8,466,2020,60,5,239500
8773,1997,916,916,684,2,3,7,460,1600,60,5,169000
6180,1926,960,986,0,1,2,5,180,986,30,5,102000
9600,1950,1032,1032,220,1,3,6,288,1252,50,5,119000
6342,1875,780,780,240,1,2,6,0,1020,50,8,94000
9819,1977,1567,1567,0,2,2,5,714,1567,20,5,196000
8731,1920,915,1167,0,1,3,6,495,1167,30,5,144000
7350,1951,952,952,0,1,2,4,840,952,20,7,139000
10304,1976,780,1088,780,2,4,9,484,1868,60,7,197500
9965,2006,1466,1466,1362,3,4,11,1052,2828,60,5,424870
9000,1959,1006,1006,0,1,3,5,0,1006,20,3,80000
12180,1941,672,672,252,1,2,5,280,924,190,4,80000
6240,1928,1042,1042,534,1,3,8,225,1576,50,6,149000
11200,1985,1298,1298,0,2,3,5,403,1298,20,5,180000
12000,1941,704,860,704,1,3,7,234,1564,70,7,174500
5700,1926,572,572,539,1,2,5,288,1111,50,7,116900
9000,1920,650,832,650,1,3,7,324,1482,70,9,143000
8280,1950,932,932,0,1,2,4,306,932,20,5,124000
17755,1959,1466,1466,0,1,3,6,528,1466,20,4,149900
14115,1956,1073,1811,0,1,2,6,470,1811,20,7,230000
5890,1930,816,816,0,1,2,5,432,816,30,8,120500
13700,1965,864,902,918,1,4,8,492,1820,60,6,201800
10768,1976,1437,1437,0,2,3,6,528,1437,20,8,218000
9350,1965,1219,1265,0,2,3,6,502,1265,80,8,179900
5001,2007,1314,1314,0,2,2,6,626,1314,120,5,230000
11932,2007,1580,1580,0,2,3,7,830,1580,20,5,235128
9120,1974,901,943,933,2,4,8,540,1876,60,6,185000
2280,1978,855,855,601,2,3,7,440,1456,160,5,146000
14778,1954,1296,1640,0,1,3,7,924,1640,20,7,224000
8724,1968,894,894,0,1,3,5,450,894,20,5,129000
12900,1969,1198,1258,0,0,0,6,400,1258,90,4,108959
16157,1978,1360,1432,0,1,2,5,588,1432,80,7,194000
9541,2009,1502,1502,0,2,3,7,644,1502,20,5,233170
10475,2008,1694,1694,0,2,3,7,776,1694,20,5,245350
10852,2000,959,959,712,2,3,7,472,1671,60,5,173000
13728,1935,1127,1236,872,2,4,7,540,2108,70,7,235000
35760,1995,1930,1831,1796,3,4,10,807,3627,60,5,625000
9880,1977,1096,1118,0,1,3,6,358,1118,80,6,171000
9120,1958,1261,1261,0,1,3,6,433,1261,20,6,163000
4017,2006,625,625,625,2,2,5,625,1250,160,5,171900
18030,1946,1598,1636,971,3,3,12,0,3086,50,6,200500
16560,1932,952,1170,1175,2,4,9,360,2345,70,8,239000
10678,1992,1683,2129,743,2,4,9,541,2872,50,5,285000
6951,1984,876,923,0,1,3,5,264,923,20,5,119500
3950,1926,818,818,406,1,3,5,210,1224,50,8,115000
7681,1921,731,820,523,1,3,7,186,1343,50,6,154900
8335,1954,0,1124,0,1,3,5,0,1124,20,5,93000
11170,1990,1216,1298,1216,2,4,8,693,2514,60,5,250000
5587,2008,1600,1652,0,2,2,5,482,1652,120,5,392500
15623,1996,2396,2411,2065,3,4,10,813,4476,60,5,745000
10800,1920,1120,1130,0,1,2,5,720,1130,30,6,120000
35133,1963,1572,1572,0,1,3,5,995,1572,20,4,186700
9738,1924,784,949,272,1,4,7,392,1221,50,7,104900
10615,1900,978,1014,685,2,3,7,420,1699,190,5,95000
12461,1994,1624,1624,0,2,2,5,757,1624,20,5,262000
8935,2002,831,831,829,2,3,7,493,1660,60,5,195000
7500,1999,994,1028,776,2,3,7,442,1804,60,5,189000
32463,1961,1249,1622,0,1,3,7,1356,1622,190,4,168000
2645,1999,776,764,677,2,2,5,492,1441,160,5,174000
9600,1925,702,842,630,1,3,6,250,1472,50,8,125000
4500,1999,1224,1224,0,2,2,5,402,1224,120,5,165000
9364,1969,663,663,689,1,4,7,299,1352,60,7,158000
8029,2005,728,728,728,2,3,8,400,1456,60,5,176000
14054,2006,879,879,984,2,4,9,660,1863,60,5,219210
8850,1916,815,815,875,1,3,7,225,1690,75,6,144000
9100,2001,1212,1212,0,2,3,6,573,1212,20,5,178000
11235,1963,1051,1382,0,1,3,6,459,1382,20,5,148000
9353,1970,864,864,0,1,3,5,280,864,20,5,116050
10400,1998,866,866,913,2,3,6,546,1779,60,5,197900
6000,1925,884,884,464,1,3,5,216,1348,50,8,117000
9750,2000,1630,1630,0,2,3,6,451,1630,20,5,213000
10140,1975,1056,1074,0,1,3,6,495,1074,20,6,153500
14684,1990,2158,2196,0,2,3,7,701,2196,20,7,271900
8900,1966,1056,1056,0,1,2,5,384,1056,20,4,107000
9135,2003,1682,1700,0,2,3,7,544,1700,20,5,200000
7763,1962,931,1283,0,1,3,6,506,1283,20,7,140000
10182,2006,1660,1660,0,2,3,8,500,1660,20,5,290000
11218,1992,1055,1055,790,2,3,8,462,1845,60,5,189000
12134,1988,559,1080,672,2,4,8,492,1752,50,7,164000
9340,1941,672,672,0,1,2,4,234,672,30,6,113000
10246,1965,648,960,0,0,0,3,364,960,80,9,145000
10205,1962,925,999,0,1,3,6,300,999,85,5,134500
7094,1966,894,894,0,1,3,5,384,894,20,5,125000
8930,1978,0,1318,584,2,4,8,539,1902,90,5,112000
8640,2009,1300,1314,0,2,3,6,552,1314,20,5,229456
6240,1947,0,672,240,1,2,3,0,912,50,5,80500
1680,1971,672,672,546,1,3,7,0,1218,160,5,91500
7800,1964,912,912,0,1,2,5,288,912,20,5,115000
8250,1968,952,1211,0,1,3,5,322,1211,20,5,134000
10496,1949,1040,1168,678,2,3,7,315,1846,50,6,143000
10680,1951,2136,2136,0,2,4,7,528,2136,20,3,137900
15384,2004,788,788,702,2,3,8,388,1490,60,5,184000
10482,1958,588,1138,0,1,3,6,264,1138,80,8,145000
14598,2007,894,894,1039,2,4,9,668,1933,60,5,214000
8872,1965,912,912,0,1,2,5,576,912,20,8,147000
8769,2008,1702,1702,0,1,1,7,1052,1702,120,5,367294
7910,1960,1075,1507,0,2,4,7,404,1507,80,5,127000
18890,1977,1361,1361,1259,2,4,12,600,2620,90,5,190000
7728,1962,1106,1190,0,1,3,6,540,1190,90,6,132500
9842,1962,0,1224,0,2,2,6,462,1224,90,5,101800
12160,1959,1188,1188,0,1,3,6,531,1188,20,5,142000
8525,1911,940,1024,940,1,4,7,0,1964,70,6,130000
13132,1914,747,892,892,1,4,9,180,1784,70,5,138887
2628,2003,764,764,862,2,2,6,474,1626,160,5,175500
12393,2004,847,847,1101,2,4,8,434,1948,60,5,195000
13072,2005,1141,1141,0,1,3,6,484,1141,20,5,142500
9037,2006,1476,1484,0,2,2,6,472,1484,20,5,265900
8158,2003,884,884,884,2,3,8,543,1768,60,5,224900
9849,2007,1689,1689,0,2,3,7,954,1689,20,6,248328
10625,1974,1053,1173,0,2,3,6,528,1173,85,6,170000
13891,2006,2076,2076,0,2,2,7,850,2076,20,5,465000
11435,1929,792,792,725,1,3,7,400,1517,70,7,230000
12090,1984,585,1140,728,3,3,7,477,1868,80,7,178000
8125,2005,756,756,797,2,3,6,615,1553,60,5,186500
12328,1976,1012,1034,0,1,3,6,888,1034,80,5,169900
9600,1917,735,1134,924,1,3,8,396,2058,75,5,129500
7200,1950,876,988,0,1,3,6,276,988,20,7,119000
11160,1968,2110,2110,0,2,3,8,522,2110,20,5,244000
3136,2003,1405,1405,0,2,2,6,478,1405,120,5,171750
9858,1968,864,874,0,1,3,5,288,874,20,6,130000
17542,1974,1192,1516,651,2,3,9,518,2167,60,7,294000
6931,2003,746,760,896,2,3,7,397,1656,60,5,165400
6240,1931,884,959,408,1,3,6,560,1367,50,6,127500
14303,1994,1986,1987,0,2,2,7,691,1987,20,5,301500
4060,1922,864,864,0,1,2,4,0,864,30,8,99900
9587,2005,856,1166,0,2,2,5,400,1166,80,5,190000
9750,1969,1054,1054,0,1,3,6,460,1054,20,8,151000
24682,1999,841,892,783,2,3,7,502,1675,60,5,181000
9600,1956,1050,1050,0,1,2,5,338,1050,20,6,128900
11250,1957,1104,1104,684,1,5,8,304,1788,50,5,161500
13515,1919,764,1060,764,1,3,8,520,1824,70,6,180500
4060,1998,1405,1337,0,2,2,5,511,1337,120,5,181000
3735,1999,691,713,739,2,3,6,506,1452,160,5,183900
10120,1910,925,964,925,1,4,9,308,1889,190,4,122000
13214,2008,2002,2018,0,2,3,10,746,2018,20,5,378500
14100,1935,728,1968,1479,3,4,11,1014,3447,50,9,381000
11344,1958,874,874,650,1,3,7,315,1524,50,5,144000
23595,1979,1332,1332,192,0,0,4,586,1524,40,6,260000
9156,1968,1489,1489,0,2,3,7,462,1489,20,7,185750
13526,1965,935,935,0,1,3,5,288,935,20,6,137000
11512,1959,1019,1357,0,1,2,5,312,1357,80,7,177000
5362,1910,661,661,589,2,3,8,552,1250,50,6,139000
11345,1948,928,928,992,2,4,10,400,1920,90,5,137000
12936,1972,723,735,660,1,3,6,497,1395,60,6,162000
17871,1967,1680,1724,0,1,3,7,480,1724,80,5,197900
9473,2002,1128,1128,903,2,3,7,577,2031,60,5,237000
7500,1920,698,698,430,1,2,6,528,1128,50,4,68400
9808,2002,1573,1573,0,2,3,6,544,1573,20,5,227000
8049,1990,1309,1339,0,2,2,6,484,1339,20,5,180000
8800,1977,1040,1040,0,2,3,5,484,1040,20,7,150500
9400,1971,912,912,912,2,4,8,0,1824,90,5,139000
9638,1919,804,1699,748,2,4,10,336,2447,50,7,169000
6000,1939,780,825,587,1,4,6,280,1412,50,6,132500
9790,1963,1328,1328,0,1,3,6,528,1328,20,5,143000
36500,1964,1624,1582,0,2,4,7,390,1582,20,5,190000
5664,2000,1501,1659,0,2,2,5,499,1659,120,5,278000
11065,2006,1085,1120,850,2,3,8,753,1970,60,5,281000
14112,1964,1152,1152,0,1,3,6,484,1152,80,7,180500
1680,1972,630,630,672,2,3,6,264,1302,160,7,119500
6600,1892,994,1378,994,2,4,11,432,2372,70,4,107500
10140,1976,832,832,832,2,4,8,528,1664,60,5,162900
8172,1955,864,864,0,1,2,5,572,864,20,7,115000
8400,1968,1052,1052,0,1,3,5,288,1052,20,5,138500
8700,1963,1120,1128,0,2,3,6,525,1128,20,6,155000
3675,2005,547,1072,0,2,2,5,525,1072,180,5,140000
63887,2008,6110,4692,950,2,3,12,1418,5642,60,5,160000
7500,1959,1246,1246,0,1,3,6,305,1246,20,7,154000
10762,1999,978,1005,978,2,3,9,490,1983,60,5,225000
7500,1942,771,753,741,1,3,7,213,1494,70,7,177500
10120,1994,1165,1203,1323,2,4,8,844,2526,60,5,290000
8688,2005,1616,1616,0,2,3,7,834,1616,20,5,232000
3363,2004,976,976,732,2,3,7,380,1708,160,5,130000
13173,2006,1652,1652,0,2,2,6,840,1652,20,5,325000
6955,2005,1368,1368,0,2,2,6,474,1368,120,5,202500
8072,1994,990,990,0,1,3,5,480,990,20,5,138000
12000,1948,924,1122,0,1,2,6,528,1122,20,7,147000
7153,1991,1278,1294,0,2,3,6,496,1294,20,5,179200
17500,1959,1902,1902,0,2,3,7,567,1902,20,8,335000
8814,2005,1274,1274,0,2,3,6,508,1274,20,5,203000
9572,1990,1453,1453,1357,2,4,9,750,2810,60,5,302000
14774,1999,1393,1422,1177,2,4,10,779,2599,60,5,333168
8190,1954,948,948,0,1,3,5,280,948,20,6,119000
11075,1969,952,1092,1020,2,4,9,576,2112,60,5,206900
10226,2008,1622,1630,0,2,3,8,860,1630,20,5,295493
4230,2006,1352,1352,0,2,2,5,466,1352,120,5,208900
14781,2001,1753,1787,0,2,3,7,748,1787,20,5,275000
10215,1954,864,948,0,1,3,5,248,948,20,5,111000
8400,1957,1478,1478,0,1,3,6,442,1478,20,3,156500
6627,1949,0,720,0,1,2,4,287,720,20,6,72500
10186,1992,750,1061,862,2,3,8,564,1923,60,5,190000
5330,1940,420,708,0,1,2,5,0,708,30,7,82500
9986,2006,1795,1795,0,2,2,7,895,1795,20,5,147000
3636,1922,796,796,0,1,2,5,0,796,30,4,55000
4270,1931,544,774,0,1,3,6,0,774,30,6,79000
6600,1982,816,816,0,1,3,5,264,816,20,9,130500
10440,1920,1510,1584,1208,2,5,8,520,2792,50,7,256000
9084,1998,935,955,677,2,3,8,462,1632,60,5,176500
10000,2006,1588,1588,0,2,3,7,825,1588,20,5,227000
10780,1976,911,954,0,1,3,6,576,954,80,5,132500
8877,1938,816,816,0,1,2,3,288,816,20,6,100000
7200,1938,803,803,557,1,2,6,297,1360,50,6,125500
2368,1970,765,765,600,1,3,7,440,1365,160,6,125000
9650,1977,1350,1334,0,2,2,6,630,1334,20,5,167900
9246,1973,1656,1656,0,2,4,8,506,1656,90,5,135000
4118,1941,693,693,0,1,2,4,0,693,30,4,52500
13450,2002,916,920,941,2,3,8,492,1861,60,5,200000
9560,1972,864,864,0,1,3,5,288,864,20,7,128500
